CMDLINE /Users/guyer/anaconda/envs/parallel2/bin/python problemIII-2b.py --sweeps 3 --step 1. --cellSize 1. --scipy
MEM 0.636719 1501616162.7445
MEM 9.121094 1501616162.8488
MEM 12.898438 1501616162.9492
MEM 17.160156 1501616163.0498
MEM 21.609375 1501616163.1504
MEM 23.476562 1501616163.2537
MEM 23.695312 1501616163.3543
MEM 25.988281 1501616163.4587
MEM 27.945312 1501616163.5590
MEM 30.421875 1501616163.6608
MEM 32.382812 1501616163.7614
MEM 38.035156 1501616163.8616
MEM 40.128906 1501616163.9620
MEM 40.410156 1501616164.0626
MEM 40.414062 1501616164.1640
MEM 62.035156 1501616164.2645
MEM 92.328125 1501616164.3682
MEM 92.328125 1501616164.4685
MEM 92.328125 1501616164.5687
MEM 92.351562 1501616164.6739
MEM 92.351562 1501616164.7785
MEM 92.351562 1501616164.8793
MEM 92.351562 1501616164.9831
MEM 92.351562 1501616165.0865
MEM 92.351562 1501616165.1889
MEM 92.351562 1501616165.2908
MEM 92.351562 1501616165.3960
MEM 92.351562 1501616165.5000
MEM 92.351562 1501616165.6037
MEM 92.351562 1501616165.7054
MEM 92.351562 1501616165.8059
MEM 92.351562 1501616165.9111
MEM 92.351562 1501616166.0162
MEM 92.351562 1501616166.1175
MEM 92.351562 1501616166.2199
MEM 92.351562 1501616166.3250
MEM 92.351562 1501616166.4252
MEM 92.351562 1501616166.5260
MEM 92.351562 1501616166.6312
MEM 92.351562 1501616166.7353
MEM 92.351562 1501616166.8391
MEM 92.351562 1501616166.9401
MEM 92.351562 1501616167.0437
MEM 92.355469 1501616167.1450
MEM 93.933594 1501616167.2452
MEM 97.292969 1501616167.3504
MEM 99.636719 1501616167.4512
MEM 104.585938 1501616167.5547
MEM 106.546875 1501616167.6559
MEM 111.453125 1501616167.7610
MEM 112.750000 1501616167.8637
MEM 115.757812 1501616167.9640
MEM 81.921875 1501616168.0682
MEM 90.675781 1501616168.1695
MEM 92.367188 1501616168.2710
MEM 92.367188 1501616168.3762
MEM 92.378906 1501616168.4814
MEM 92.378906 1501616168.5818
MEM 92.378906 1501616168.6824
MEM 92.378906 1501616168.7844
MEM 92.378906 1501616168.8886
MEM 92.378906 1501616168.9904
MEM 92.378906 1501616169.0917
MEM 92.378906 1501616169.1931
MEM 92.378906 1501616169.2949
MEM 92.378906 1501616169.3954
MEM 92.410156 1501616169.5006
MEM 94.882812 1501616169.6009
MEM 94.882812 1501616169.7013
MEM 94.882812 1501616169.8051
MEM 94.882812 1501616169.9099
MEM 94.882812 1501616170.0136
MEM 94.882812 1501616170.1174
MEM 94.882812 1501616170.2179
MEM 94.882812 1501616170.3197
MEM 94.882812 1501616170.4199
MEM 94.742188 1501616170.5245
MEM 93.851562 1501616170.6285
MEM 93.851562 1501616170.7307
MEM 93.878906 1501616170.8314
MEM 93.925781 1501616170.9345
MEM 94.484375 1501616171.0390
MEM 94.484375 1501616171.1442
MEM 94.484375 1501616171.2491
MEM 94.351562 1501616171.3497
MEM 94.363281 1501616171.4550
MEM 94.566406 1501616171.5555
MEM 100.578125 1501616171.6608
MEM 108.777344 1501616171.7650
MEM 114.207031 1501616171.8660
MEM 121.246094 1501616171.9691
MEM 135.300781 1501616172.0695
MEM 160.417969 1501616172.1703
MEM 171.304688 1501616172.2714
MEM 183.660156 1501616172.3727
MEM 197.882812 1501616172.4730
MEM 211.671875 1501616172.5737
MEM 217.769531 1501616172.6742
MEM 225.652344 1501616172.7758
MEM 232.003906 1501616172.8805
MEM 238.445312 1501616172.9810
MEM 243.304688 1501616173.0822
MEM 248.527344 1501616173.1824
MEM 171.261719 1501616173.2856
MEM 122.507812 1501616173.3892
MEM 124.257812 1501616173.4926
MEM 142.570312 1501616173.5958
MEM 169.292969 1501616173.7002
MEM 187.167969 1501616173.8008
MEM 203.648438 1501616173.9011
MEM 218.382812 1501616174.0041
MEM 225.789062 1501616174.1055
MEM 232.804688 1501616174.2068
MEM 239.910156 1501616174.3080
MEM 245.945312 1501616174.4087
MEM 251.007812 1501616174.5090
MEM 122.730469 1501616174.6137
MEM 122.960938 1501616174.7182
MEM 126.675781 1501616174.8183
MEM 138.933594 1501616174.9206
MEM 164.093750 1501616175.0209
MEM 170.980469 1501616175.1214
MEM 183.960938 1501616175.2217
MEM 202.148438 1501616175.3259
MEM 218.027344 1501616175.4273
MEM 226.671875 1501616175.5275
MEM 233.832031 1501616175.6297
MEM 240.441406 1501616175.7309
MEM 246.925781 1501616175.8339
MEM 252.980469 1501616175.9361
MEM 124.574219 1501616176.0364
MEM 125.671875 1501616176.1372
MEM 128.429688 1501616176.2374
MEM 153.640625 1501616176.3377
MEM 170.953125 1501616176.4392
MEM 189.007812 1501616176.5426
MEM 206.546875 1501616176.6431
MEM 220.375000 1501616176.7456
MEM 229.746094 1501616176.8476
MEM 236.542969 1501616176.9495
MEM 244.007812 1501616177.0509
MEM 249.761719 1501616177.1531
MEM 234.433594 1501616177.2556
MEM 124.281250 1501616177.3599
MEM 124.679688 1501616177.4642
MEM 140.128906 1501616177.5652
MEM 157.753906 1501616177.6663
MEM 174.914062 1501616177.7672
MEM 193.835938 1501616177.8719
MEM 210.714844 1501616177.9750
MEM 224.800781 1501616178.0802
MEM 233.468750 1501616178.1854
MEM 241.566406 1501616178.2882
MEM 245.984375 1501616178.3891
MEM 251.320312 1501616178.4906
MEM 172.902344 1501616178.5954
MEM 126.453125 1501616178.6956
MEM 127.570312 1501616178.7975
MEM 139.421875 1501616178.8979
MEM 166.976562 1501616179.0012
MEM 180.785156 1501616179.1014
MEM 198.214844 1501616179.2033
MEM 214.968750 1501616179.3083
MEM 226.113281 1501616179.4106
MEM 233.656250 1501616179.5158
MEM 238.105469 1501616179.6174
MEM 244.136719 1501616179.7218
MEM 248.980469 1501616179.8222
MEM 241.277344 1501616179.9227
MEM 123.417969 1501616180.0229
MEM 123.199219 1501616180.1249
MEM 139.667969 1501616180.2272
MEM 160.519531 1501616180.3281
MEM 176.335938 1501616180.4290
MEM 192.566406 1501616180.5293
MEM 208.699219 1501616180.6300
MEM 221.917969 1501616180.7352
MEM 228.632812 1501616180.8370
MEM 234.003906 1501616180.9392
MEM 236.863281 1501616181.0437
MEM 242.132812 1501616181.1441
MEM 247.937500 1501616181.2463
MEM 252.265625 1501616181.3470
MEM 124.261719 1501616181.4510
MEM 124.253906 1501616181.5527
MEM 128.167969 1501616181.6568
MEM 141.691406 1501616181.7587
MEM 169.410156 1501616181.8594
MEM 184.238281 1501616181.9608
MEM 196.753906 1501616182.0661
MEM 208.914062 1501616182.1676
MEM 221.984375 1501616182.2700
MEM 228.246094 1501616182.3714
MEM 233.878906 1501616182.4761
MEM 239.757812 1501616182.5763
MEM 246.042969 1501616182.6812
MEM 251.156250 1501616182.7836
MEM 230.152344 1501616182.8849
MEM 125.714844 1501616182.9901
MEM 125.753906 1501616183.0946
MEM 139.617188 1501616183.1965
MEM 167.085938 1501616183.3017
MEM 182.441406 1501616183.4038
MEM 198.476562 1501616183.5041
MEM 205.828125 1501616183.6085
MEM 217.000000 1501616183.7095
MEM 226.789062 1501616183.8103
MEM 233.742188 1501616183.9105
MEM 240.820312 1501616184.0121
MEM 246.878906 1501616184.1138
MEM 253.742188 1501616184.2156
MEM 127.082031 1501616184.3160
MEM 127.085938 1501616184.4165
MEM 123.429688 1501616184.5170
MEM 139.910156 1501616184.6222
MEM 163.648438 1501616184.7227
MEM 176.953125 1501616184.8258
